word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai,ai_analysis,memo
vain,c1,,2.94,1,18,vein,"a. 无价值的, 徒然的, 空虚的, 自负的, 愚蠢的",高研四六雅宝,10144,9731,[131],[3],It's only the vain part of me that goes and cries in this silly way.,14,a. 徒劳的；虚荣的（in vain 徒然；vanity 虚荣）,“不过是我虚荣的那一面跑出来，这样傻乎乎地哭一场罢了。”,,"本句里 vain 作定语修饰 part,取「虚荣的」一义;全句用强调结构把「虚荣的那一面」单独拎出来,像为自己开脱、也是自嘲。
1. 逐项解析:
- It's only the vain part of me that goes and cries:典型 It is...that... 强调句型,强调的是 only the vain part of me(仅仅是我虚荣的那一面);vain 是形容词「虚荣的、自命不凡的」,此处贬义很轻,几乎只剩自嘲意味。
- the vain part of me:part of me 字面为「我的一部分」,情感上一个侧面、一种心思;the vain part 即「我身上那股虚荣劲儿」。
- goes and cries:go and do 是口语结构,比单用 cries 多一层「跑去做」的动态;goes and cries 就是「跑出去哭一场」。
- in this silly way:in...way 是「以……的方式」,this 指当下的情形;silly「傻乎乎的、孩子气的」,暗含「明知不该却还是做了」的语气。
- 全句主干压缩后是 It is the part that cries,其余都是修饰;逻辑上先撇清「完整的我」,只让「虚荣的一面」来背锅。
2. 整句解读:乔哭过之后给自己解释、也给自己找台阶:那个哭得傻里傻气的不是全部的我,只是我身上爱漂亮、爱面子、虚荣的那一部分在闹别扭。语气既像真诚反省,又带一点撒娇式的自我辩护,轻快而坦诚;译文用「不过……罢了」还原这种轻描淡写、不必太当真的口吻。
3. 文化点:19 世纪淑女以温婉端庄为尚,当众哭泣是失态,乔用「只是虚荣的那面」给自己圆场,既保住自尊又自嘲一记,正是《小妇人》里少女在克制情绪、修炼品性中长大的典型笔法。","镜前那道为摆一个好看姿势反复转身、自我欣赏的身影,渐渐淡成「虚荣」两个字。"
unconscious,b2,adjective,2.82,3,24,.ʌn'kɒnʃәs,"a. 未意识到的, 无意识的, 无知觉的",高四六托雅宝,5668,5026,"[1, 34, 138]","[12, 9, 37]","""That's the reason I was born in it,"" observed Jo pensively, quite unconscious of the blot on her nose.",67,a. 无意识的；未察觉的（unconscious of）,“所以我生来就带着它。”乔若有所思地说，全然没注意自己鼻尖上的墨渍。,,"句中 unconscious 作形容词,接介词 of 表示「对……毫无察觉」;连同后面两个超纲词 pensively、blot 一起,把乔「只顾想心事、浑然不知鼻尖有墨」的画面写得生动传神。
1. 逐项解析:
- unconscious:是本目标词,形容词「无意识的;未察觉的」,固定搭配 be unconscious of... 意为「没有意识到……」,句中是 quite unconscious of the blot on her nose(对鼻尖上的墨渍全然不觉)。
- quite:程度副词「完全、全然」,加强无意识的彻底程度。
- pensively:超纲词,副词,来自形容词 pensive「沉思的、若有所思的」,修饰 observed,描写乔说这番话时的神情——她正在出神想别的事。
- observed:observe 作动词有「说、评论」义,是小说叙述「某某说道」的常见写法,returned/replied 同理;这里过去式作插入语。
- blot:超纲词,名词「污渍、墨渍」;the blot on her nose 指她鼻尖上的一点墨水印迹。
- That's the reason I was born in it:口语省略,reason 后省略关系副词 why;it 指代前文提到的那个特征,乔拿它打趣,说这是「天生的胎记」。
- 整句结构:「台词」+ observed Jo + 两个修饰语(神情、无意识的发现),分词短语 quite unconscious of... 作伴随状语,修饰主语 Jo,道出说话人自己没注意到的细节。
2. 整句解读:乔一本正经地自我解嘲,说自己脸上的(墨)渍是天生的,随即「若有所思」地吐出这句话——而她压根没察觉鼻尖上就顶着一块墨点,读者看得见、她自己看不见,顿生会心一笑的喜剧感。译文「若有所思」「全然没注意」把那股「心不在焉、浑然不觉」的味道都放出来了。
3. 文化点:《小妇人》里乔常因写作、贪玩弄脏脸,是个冒失的假小子;此处少女对话里夹着叙述者的幽默旁白,是 19 世纪小说「叙述者抢镜」的典型风格,让读书人隔着纸也忍俊不禁。","鼻尖顶着一小团墨渍,却浑然不觉地与人谈笑——那副淡然自若的模样就是 unconscious。"
hopeful,c1,adjective,2.7867,2,10,'hәupful,"n. 有希望之人, 有前途之人 / a. 有希望的, 怀抱希望的, 保持乐观的",高研四六,5116,6877,"[2, 33]","[19, 33]","""If something very pleasant should happen now, we should think it a delightful month,"" said Beth, who took a hopeful view of everything, even November.",109,a. 有希望的;抱有希望的,"“如果现在发生什么特别愉快的事,我们就会觉得这个月很可爱了,”贝丝说——她对一切都抱乐观态度,连十一月也不例外。",,"句中 hopeful 嵌在固定搭配 take a hopeful view of... 里,意为「对……抱着乐观的看法」;后半句拿 even November(连十一月)作对比,把贝丝的乐观劲一下子顶到读者眼前。
1. 逐项解析:
- hopeful:本目标词,形容词「有希望的;抱有希望的」,句中引申为「乐观的」;take a hopeful view of... 是固定搭配,「对……持乐观态度」,view 是「看法、视角」。
- If something very pleasant should happen now:should 在此构成虚拟/委婉条件,「万一/若真有什么特别愉快的事发生」;pleasant「令人愉快的」,现在分词 happen 是一般现在时表将来。
- we should think it a delightful month:think A B「把 A 看作 B」(think it a delightful month = 就会觉得这个月很可爱);delightful 是超纲词,形容词「令人愉快的、可爱的」,来自 delight(高兴)。
- said Beth:小说的「说」字插话;who took a hopeful view of everything 是非限制性定语从句,补充说明贝丝的性格:对一切都乐观。
- even November:even 加强语气「甚至连十一月」;November 在故事背景下是阴冷沉闷的深秋月。
2. 整句解读:贝丝说,只要眼下发生一件开心事,这个月就会变得可爱——这句话不是简单说天气,而是在讲她看世界的方式:什么到她眼里都先往好处想,连最没盼头的十一月也能看出指望。译文用破折号另起半句,把「她都乐观」这个人物注脚与前半句的假设缝在一起,语气温柔又笃定。
3. 文化点:北美十一月是深秋入冬、昼短天寒的沉闷月份,《小妇人》故事正发生在新英格兰;贝丝是全书的「小天使」,体弱多病却最善解人意,这句 hopeful 的话暗示她总是给别人带来暖意,也隐隐铺陈她后来的命运。","灰蒙蒙的十一月窗台上,贝丝却望见一枚正要冒头的嫩芽——那一眼的目光就是 hopeful。"
blame,b2,noun,2.7233,2,17,bleim,"n. 过失, 责备 / vt. 责备, 归咎于",高研四六托雅,1797,2043,"[81, 89]","[8, 8]","I am not quite satisfied, but I can't blame you, for I know how willingly you sacrificed your vanity, as you call it, to your love.",38,"v. 责备,责怪 n. 责任,过错","我并不完全满意,但我不能责怪你,因为我知道你是多么心甘情愿地为你所谓的虚荣牺牲你的爱。",,"句中 blame 作动词,是「责备、责怪」义;全句以 for(因为)引出原因,用 how willingly 感叹从句夸对方「舍得」,再拿 as you call it 插上一句俏皮话,层次很密。
1. 逐项解析:
- blame:本目标词,此处作动词「责备、责怪」;can't blame you「不能怪你」,can't blame sb.(for sth.) 是常见说法,表「不怪某人」。
- I am not quite satisfied:not quite「不完全」,satisfied「满意的」,句中先留一句「我还不完全满意」作铺垫。
- but I can't blame you:but 转折拉回,「但我不能责怪你」。
- for:连词「因为、由于」,引导原因状语从句,解释为什么「不怪你」。
- how willingly you sacrificed your vanity:how+副词引导感叹从句「你是多么心甘情愿地……」;willingly「心甘情愿地」;sacrificed 是超纲词 sacrifice 的过去式,固定搭配 sacrifice A to B 意为「为 B 牺牲 A」,这里就是「把虚荣奉献(牺牲)给了爱」。
- vanity:超纲词,名词「虚荣、虚荣心」,正是目标词 vain 的名词形式;sacrifice your vanity to your love 字面是「为了爱牺牲虚荣」。
- as you call it:插入语「如你所说的」,语气松动、柔和,把「虚荣」这个词轻轻加了引号。
- 另需留意,译文作「为你所谓的虚荣牺牲你的爱」,与原句 sacrifice A to B(为爱牺牲虚荣)的语序略有出入,但两种说法都落在那句「你舍得放下自己看重的东西」上,意思并不相悖。
2. 整句解读:说话人先掂量一句「还有不满意的地方」,转而又把话收回来:可这不能怪你,我知道你是多心甘情愿地,为了爱把自己那点名堂的虚荣都舍了出去。句子里有批评的余地,更有理解的温度;as you call it 这半句尤其显出长辈的宽容与打趣。译文用破折号与因果连词把这一进一退的语调铺开,读来像长辈对晚辈的体恤。
3. 文化点:这是马奇太太对女儿说的体己话;19 世纪新英格兰的清教伦理把「虚荣」看作需要克制的毛病(vain/vanity 常成说教话题),但母亲不揪着指责,反而表扬孩子「为爱舍得自己」——正是《小妇人》里以爱化解规训的家庭教育观。","举起的手指在半空停住,最后轻轻落回身侧,紧跟着一句「我不怪你」——那只收住的手就是 blame。"
relieve,b2,verb,2.6633,1,17,ri'li:v,"vt. 减轻, 救济, 解除, 使免除, 换...的班, 使得到调剂, 使不单调, 衬托, 使显著 / vi. 救济, 当替补投手, 呈鲜明突出",研四六托,3764,4260,[91],[8],"""No, I won't!"" returned Jo stoutly, feeling much relieved that her prank was not entirely condemned.",49,v. 减轻，缓解；使宽慰（be relieved 松了口气）,“不，我才不呢！”乔硬邦邦地回了一句，心里大大松了一口气——她的恶作剧总算没被全盘否定。,,"句中 relieve 以过去分词 relieved 出现,化身为形容词「如释重负的」;feel much relieved 是「心里大松一口气」,再用 that 从句补出松气的原因,作者顺手塞进超纲词 stoutly 和 prank 让语气更生动。
1. 逐项解析:
- relieved:本目标词 relieve(减轻、缓解;使宽慰)的过去分词,这里转作形容词「松了口气的、宽慰的」;固定短语 feel relieved 意为「感到如释重负」,后接 that 从句说明因何事释然。
- much relieved:much 修饰形容词化分词,加强程度「大大的」;整句 feeling much relieved 是现在分词短语作伴随状语,描写乔回话时心里的状态。
- No, I won't!:简短有力的拒绝,won't 是 will not 缩略,完整是「我才不(那样)呢」。
- returned Jo stoutly:return 此处作「回嘴、应答」;插入语「乔硬邦邦地回了一句」;stoutly 是超纲词,副词「坚定地、倔强地」,出自形容词 stout(结实的、坚决的),形象写出乔梗着脖子的样子。
- that her prank was not entirely condemned:prank 是超纲词,名词「恶作剧、淘气的把戏」;be condemned「被否定、被批评」;entirely「完全地」,not entirely condemned 即「没有被全盘否定」。
- 整句顺着「嘴上拒绝、心里暗喜」的落差推进:嘴上硬气,心里的石头却悄悄落地。
2. 整句解读:乔嘴上硬邦邦顶回去「我才不要呢」,可心里那份「生怕被大人抓去说教」的紧张,一听说自己闯的祸没被全盘否定,就长长舒了口气。句子把「嘴硬」和「心软」叠在一起,反差出少女特有的倔强与孩子气;译文用「硬邦邦」「大大松了一口气」「恶作剧」「全盘否定」层层对应,把这种外强中干的味道还原得刚刚好。
3. 文化点:《小妇人》的乔出了名的冒失又讲义气,把头发剪了卖钱这类「壮举」常惹得家里又气又笑;此次她的「prank」没被大人一棒子打死,正是全书温馨家风的缩影——小孩子闯祸,家里人先讲理后包容。","心里压着的那块大石头被人轻轻一拎,整个人跟着往上一轻,长长呼出一口气——那口放松的气就是 relieve。"
crop,b2,noun,2.65,3,12,krɒp,"n. 农作物, 产量, 平头 / vt. 收割, 修剪, 种植 / vi. 收获",高研四六,2461,2655,"[84, 87, 116]","[34, 17, 14]","My head feels deliciously light and cool, and the barber said I could soon have a curly crop, which will be boyish, becoming, and easy to keep in order.",88,n. 收成；（a crop of 短发，头发）　vt. 剪短,“我的脑袋感觉又轻又凉快，舒服极了，理发师说很快就能长出一头卷曲的短发，这样更像个男孩子……”,,"句中 crop 作名词,取的不是「收成」而是「短发」义——一丛剪得极短的头发像田里刚收割的茬;句尾还跟着超纲词 deliciously 和 barber,把「新发型」的爽利劲儿写得格外鲜活。
1. 逐项解析:
- crop:本目标词,名词。本义是「收成、庄稼」,也指「(头发)剪得很短的短发型」,如 a curly crop「一头蓬蓬卷卷的短发」。把头发比作地里的一茬作物,画面感很强。
- My head feels deliciously light and cool:feel 作系动词「感觉起来」,接形容词 light(轻)、cool(凉);deliciously 是超纲词,副词,本义「美味地」,这里转义「舒服极了、爽快极了」,像在说「像吃了口凉的那么舒服」,加重夸张的愉悦。
- the barber said I could soon have...:barber 是超纲词,名词「理发师」;could soon have 是间接引语里的将来意味,「很快就能长出一头……」;barber said 后省去 that。
- a curly crop:curly「卷曲的」,与 crop 搭配成「一头卷发茬」。
- which will be boyish, becoming, and easy to keep in order:which 承接指代 a curly crop,非限制性定语从句;boyish「像男孩子似的」;becoming 此处是形容词「相称的、好看的」(不是「正在变成」);keep in order「收拾得整整齐齐」。
- 全句是乔对着镜子/读者絮叨新发型的利弊:又轻又凉、像男孩、不难打理,句句都是松了口气的语气。
2. 整句解读:乔刚把长发剪掉,头顶剃得又轻又凉,她兴奋地跟人讲:理发师说了,很快会长出一茬卷卷的短发,像个小男孩,好看还省事。整句全是「新发型体验报告」般的欢快口吻,哪一句都在暗示剪发后如释重负的爽快。译文在「更像个男孩子……」处截断,反而留出她自得的余味。
3. 文化点:19 世纪西方淑女以长发为美,女孩子剪短发近乎叛逆;乔为救急(给母亲凑钱)狠心剪去长发,当时算大胆举动。女人进理发店由男理发师修剪短发,更是超出当时常规的「新事」,所以乔把理发师的话念叨得格外有声有色——剪发对她既是牺牲,也是一场小小的自我解放。","收割后的田垄上,一茬茬新发茬立在头皮上,风一吹凉飕飕的——那幅画面就是 crop 的「短发」。"
afflict,c1,,2.6467,1,7,ә'flikt,"vt. 使苦恼, 折磨",六托雅宝,9633,11138,[128],[14],"It did not seem at all comical to Meg, who kissed and caressed the afflicted heroine in the tenderest manner.",67,v. 使痛苦，折磨（afflicted 遭难的，受害的）,梅格一点也不觉得好笑，她以最温柔的方式亲吻、抚慰着这位受苦受难的女主角。,,"1. 逐项解析：
- It：形式主语,实际指上面语境中那件「别人觉得滑稽、她却认真对待」的事。
- did not seem ... comical：seem 为连系动词,后接表语,「看起来……」;否定式 did not 表示「不显得」。
- at all：用于否定句加强语气,「一点也不」。
- comical：超纲词,来自 comedy,「滑稽的、可笑的」。
- to Meg：对梅格来说。
- who kissed and caressed the afflicted heroine：非限制性定语从句,修饰 Meg,补充说明她的动作。
- kissed：kiss 的过去式,「亲吻」。
- caressed：caress 的过去式,「爱抚、抚摸」,比亲吻更轻柔、更持久。
- the afflicted heroine：afflict 的过去分词作定语,「受苦难折磨的女主角」;afflict 意为「使痛苦」。
- in the tenderest manner：in ... manner 为固定搭配「以……的方式」;tender 温柔,最高级 tenderest,「以最温柔的方式」。
2. 整句解读：整句讲的是:梅格完全不觉得这场景好笑,反而怀着最温柔的心情亲吻、抚慰那位「受苦受难的女主角」。「at all + 否定」把「一点也不」的语气拉得很满,和后半句 conversely 的温柔形成强烈反差——别人看着滑稽,她却当了真。who 引导的定语从句把 kiss、caress 两个动作细细铺开,tenderest 最高级更烘托出她满心的怜爱。中译把 comical 译为「好笑」、relief 式的「抚慰」都落在人物情绪上,与原文口吻贴合。
3. 文化点：这是 19 世纪《小妇人》的语境。女孩们热衷于扮戏、排演当时流行的感伤小说桥段,「afflicted heroine」(受苦受难的女主角)正是感伤文学里的经典套路人设。作者用这两个词微微带笑地写孩子们的天真与郑重。","想象你扮演戏里那位遍体鳞伤的女主角,躺在那儿,却有人把你搂进怀里替你疼、替你擦泪——afflict 就是那股被命运压在掌心里的憋屈感。"
relief,b2,noun,2.6433,2,14,ri'li:f,"n. 减轻, 解除, 救济, 安慰, 调剂, 浮雕, 换班, (地势的)起伏",高研四六托雅,1812,1391,"[63, 70]","[17, 11]","Mother will accept, I'm sure, and it will be such a relief to know that she has someone to take care of her.",52,"n. 宽慰,解脱;救济","母亲一定会答应的,我敢肯定;知道有人照顾她,真是让我大大松了口气。",,"1. 逐项解析：
- Mother will accept：一般将来时,「妈妈会答应的」;accept 意为「接受(提议)」。
- I'm sure：插入语,「我敢肯定」,给整句添上一份笃定。
- and：连接并列的两个分句。
- it will be such a relief：it 为形式主语,真正主语是后面的 to know that ...;such a(n)+名词 起强调作用,「真是莫大的……」。
- relief：名词「宽慰、如释重负」。
- to know that she has someone ...：不定式短语是真正的主语,「知道她有人……这件事」。
- she has someone：她身边有一个人。
- to take care of her：不定式作定语修饰 someone,「来照顾她的人」;take care of 固定搭配,「照顾」。
2. 整句解读：说话人先笃定地预言妈妈会答应,再道出自己放下心的原因:知道妈妈有人照应,心头一块大石落地。I'm sure 插在句子中间,读起来像边走边说的口语,语气自信又亲昵。it ... to know that 是典型的「形式主语后置」结构,把较长的内容挪到句尾,句子读着更平衡。中译化整为零,把 such a relief 处理成「大大松了口气」,把内心的轻松感直接呈现在读者面前,非常順暢。
3. 文化点：这是家人商议照料长辈的对话场景,体现 19 世纪(乃至今天)家庭里相互托付、彼此照应的温情;such a relief 也是现代英语里表达「终于放心了」的高频说法。","想象期末最后一场考完、铃声一响,你瘫进椅背长出一口气,压了整季的石头「咣当」落地——那就是 relief。"
grind,c1,verb,2.6267,2,4,graind,"n. 磨, 碾, 苦差, 摩擦声, 用功的学生 / vt. 磨擦, 磨碎, 磨光, 折磨, 压榨 / vi. 磨, 磨碎, 苦干",研四六托雅宝,5372,5538,"[6, 6]","[16, 17]","""I don't much wonder, poor dear, for you see other girls having splendid times, while you grind, grind, year in and year out.",90,v. 磨碎；刻苦用功（grind away 苦干）　n. 苦差事,“我一点也不奇怪，可怜的宝贝，你看别的姑娘玩得痛快，你却一年到头磨呀磨呀，苦学不辍。”,,"1. 逐项解析：
- I don't much wonder：wonder 意为「惊讶」;don't much = not much,「不太、并不」,整句是「我一点也不奇怪」。
- poor dear：称呼语,「可怜的宝贝」,dear 是亲昵爱称。
- for：连词,表原因,「因为」。
- you see other girls having splendid times：see + 宾语 + 现在分词,「看见别的姑娘正玩得痛快」;have a splendid/good time 是固定说法,「玩得尽兴」。
- while：表对比转折,「而」。
- you grind, grind：grind 作不及物动词,「苦读、苦熬」,重复两遍,像磨盘一样转个不停,强调没完没了。
- year in and year out：习语,「年复一年」,强调长年累月地持续。
2. 整句解读：这是旁人对埋头苦读的女孩说的话:别人玩得潇洒,你却年复一年地在这头熬着,所以我一点都不奇怪你心里委屈。两个 grind 叠用是全句的魂——磨盘一圈一圈转,声音沉重单调,把枯燥苦读的画面感直接印到脑海里。for 往后引出原因,while 则一「快」一「熬」形成鲜明对照。中译把动词重复处理成「磨呀磨呀,苦学不辍」,把英文里那股单调重复的语感完整端了出来。
3. 文化点：《小妇人》里姑娘们总要做针线、做功课来补贴家用或精进自己,「苦读」是家常便饭;grind 本义是「碾磨谷物」,用来形容读书就像磨盘转圈,既形象又带点自嘲的辛酸。","想象一头乖驴蒙着眼围磨盘走呀走,从日出走到日落,脚步骤不停——grind 就是那股被书本和生活碾着走的苦劲。"
brisk,c1,,2.62,1,6,brisk,"a. 强烈的, 寒冷而干燥的, 活泼的 / vt. 使活泼 / vi. 活跃起来",研四六托雅宝,9149,8623,[16],[22],"I've been working away at mathematics till my head is in a muddle, and I'm going to freshen my wits by a brisk turn.",105,a. 轻快的，敏捷的；（天气）清爽的,“我一直埋头算数学，脑子都成一锅粥了，我要去痛快地转一圈，清醒清醒脑筋。”,,"1. 逐项解析：
- I've been working away：现在完成进行时,强调从过去一直持续到现在还在待办;短语 work away「不停地干、埋头干」。
- at mathematics：介词 at 表「在某事上」,work at「钻研、攻读」,此处指数学功课。
- till my head is in a muddle：till 引导时间状语「直到……」;in a muddle 为搭配,「糊里糊涂、乱作一团」,muddle 是超纲词,意为「一团糟、混乱」。
- and：顺承连接。
- I'm going to freshen my wits：be going to 表打算;freshen「使清新、使清醒」;wit 本是「智慧」,复数 wits 常指「头脑、脑筋」。
- by a brisk turn：by 表方式,「(通过)……的方式」;turn 此处作名词,「带圈散步、兜一圈」;brisk 轻快敏捷、富有活力的,正好给这个 turn 提了精气神。
2. 整句解读：说话人抱怨被数学题搅得脑子发糊,便决定出去利落地转一圈,把脑筋「重新吹醒」。freshen my wits 把头脑当成闷久了需要透气的物件,生动俏皮;brisk turn 则描绘出脚步轻快、走起来带风的画面。全句口语感强,work away 和 in a muddle 都带着家常比喻味。中译把 in a muddle 译成「脑子成了一锅粥」,把黏黏糊糊的乱劲儿传神地保留了下来。
3. 文化点：在 19 世纪,「快走散步」是常见的醒神与保健活动,人们相信舒活筋骨能理清头脑;这句正是典型的「久坐苦读之后出门走走」的生活场景。","想象清早推开窗,一股东北风猛地扑脸,你扎紧鞋带、脚底生风地大步走起来——brisk 就是那股利落不拖沓的轻快劲儿。"
